,time
0,0 days 00:01:34.853814
1,0 days 00:01:31.509075
2,0 days 00:01:28.609720
3,0 days 00:01:31.690913
4,0 days 00:02:07.588674
5,0 days 00:01:07.284208
6,0 days 00:01:51.726407
7,0 days 00:01:12.778885
8,0 days 00:01:32.685611
9,0 days 00:00:59.547916
