,time
0,0 days 00:00:00.000171
1,0 days 00:00:00.000145
2,0 days 00:00:00.000159
3,0 days 00:00:00.000170
4,0 days 00:00:00.000174
5,0 days 00:00:00.000170
6,0 days 00:00:00.000149
7,0 days 00:00:00.000177
8,0 days 00:00:00.000162
9,0 days 00:00:00.000158
