,time
0,0 days 00:00:29.108328
1,0 days 00:00:29.815033
2,0 days 00:00:27.486699
3,0 days 00:00:32.950337
4,0 days 00:00:38.797068
5,0 days 00:00:39.150217
6,0 days 00:00:44.944867
7,0 days 00:00:31.105992
8,0 days 00:00:31.535121
9,0 days 00:00:46.199288
