,time
0,0 days 00:00:00.000170
1,0 days 00:00:00.000156
2,0 days 00:00:00.000172
3,0 days 00:00:00.000156
4,0 days 00:00:00.000150
5,0 days 00:00:00.000158
6,0 days 00:00:00.000155
7,0 days 00:00:00.000148
8,0 days 00:00:00.000153
9,0 days 00:00:00.000156
