,time
0,0 days 00:02:06.004953
1,0 days 00:02:11.037096
2,0 days 00:02:21.441020
3,0 days 00:02:22.167740
4,0 days 00:02:06.272543
5,0 days 00:02:19.182119
6,0 days 00:01:35.032392
7,0 days 00:01:57.836125
8,0 days 00:02:26.759221
9,0 days 00:02:07.616020
