,time
0,0 days 00:00:00.000139
1,0 days 00:00:00.000140
2,0 days 00:00:00.000139
3,0 days 00:00:00.000153
4,0 days 00:00:00.000139
5,0 days 00:00:00.000139
6,0 days 00:00:00.000134
7,0 days 00:00:00.000134
8,0 days 00:00:00.000134
9,0 days 00:00:00.000139
