,time
0,0 days 00:01:06.992128
1,0 days 00:00:43.314112
2,0 days 00:00:37.150012
3,0 days 00:00:56.811058
4,0 days 00:01:09.064119
5,0 days 00:01:01.270893
6,0 days 00:00:43.157191
7,0 days 00:00:47.822871
8,0 days 00:00:58.884308
9,0 days 00:00:44.903526
