,time
0,0 days 00:00:59.098870
1,0 days 00:00:51.246738
2,0 days 00:00:43.357968
3,0 days 00:00:45.542228
4,0 days 00:00:39.355352
5,0 days 00:00:55.347750
6,0 days 00:00:50.714440
7,0 days 00:00:53.038032
8,0 days 00:00:48.511114
9,0 days 00:01:00.132371
