,time
0,0 days 00:00:39.116730
1,0 days 00:00:49.317151
2,0 days 00:00:38.846056
3,0 days 00:00:34.391536
4,0 days 00:01:00.084181
5,0 days 00:00:32.705846
6,0 days 00:00:27.451820
7,0 days 00:00:47.857582
8,0 days 00:00:43.452032
9,0 days 00:00:37.575719
