,time
0,0 days 00:00:00.000158
1,0 days 00:00:00.000163
2,0 days 00:00:00.000154
3,0 days 00:00:00.000165
4,0 days 00:00:00.000151
5,0 days 00:00:00.000147
6,0 days 00:00:00.000165
7,0 days 00:00:00.000156
8,0 days 00:00:00.000158
9,0 days 00:00:00.000169
