,time
0,0 days 00:00:00.000160
1,0 days 00:00:00.000171
2,0 days 00:00:00.000153
3,0 days 00:00:00.000178
4,0 days 00:00:00.000170
5,0 days 00:00:00.000176
6,0 days 00:00:00.000186
7,0 days 00:00:00.000185
8,0 days 00:00:00.000154
9,0 days 00:00:00.000226
