,time
0,0 days 00:01:36.375046
1,0 days 00:01:04.329736
2,0 days 00:00:30.377442
3,0 days 00:00:34.262437
4,0 days 00:01:13.497442
5,0 days 00:00:48.596956
6,0 days 00:00:47.387701
7,0 days 00:00:34.869247
8,0 days 00:00:48.120021
9,0 days 00:01:16.808135
