,time
0,0 days 00:01:32.607133
1,0 days 00:00:49.094514
2,0 days 00:00:40.196083
3,0 days 00:01:09.043034
4,0 days 00:02:59.312711
5,0 days 00:01:47.605577
6,0 days 00:00:44.260064
7,0 days 00:01:00.714616
8,0 days 00:02:45.817554
9,0 days 00:00:47.435988
