,time
0,0 days 00:00:00.000164
1,0 days 00:00:00.000440
2,0 days 00:00:00.000167
3,0 days 00:00:00.000214
4,0 days 00:00:00.000173
5,0 days 00:00:00.000155
6,0 days 00:00:00.000144
7,0 days 00:00:00.000312
8,0 days 00:00:00.000158
9,0 days 00:00:00.000159
