,time
0,0 days 00:00:00.000143
1,0 days 00:00:00.000141
2,0 days 00:00:00.000142
3,0 days 00:00:00.000139
4,0 days 00:00:00.000144
5,0 days 00:00:00.000143
6,0 days 00:00:00.000143
7,0 days 00:00:00.000141
8,0 days 00:00:00.000142
9,0 days 00:00:00.000143
