,time
0,0 days 00:00:00.000144
1,0 days 00:00:00.000142
2,0 days 00:00:00.000144
3,0 days 00:00:00.000142
4,0 days 00:00:00.000141
5,0 days 00:00:00.000142
6,0 days 00:00:00.000140
7,0 days 00:00:00.000142
8,0 days 00:00:00.000142
9,0 days 00:00:00.000141
