,time
0,0 days 00:00:57.164900
1,0 days 00:01:19.255198
2,0 days 00:00:59.829587
3,0 days 00:00:56.231322
4,0 days 00:00:44.332008
5,0 days 00:01:18.492468
6,0 days 00:01:33.468313
7,0 days 00:01:12.041932
8,0 days 00:01:18.407256
9,0 days 00:01:14.001580
