,time
0,0 days 00:00:00.000164
1,0 days 00:00:00.000159
2,0 days 00:00:00.000154
3,0 days 00:00:00.000159
4,0 days 00:00:00.000161
5,0 days 00:00:00.000159
6,0 days 00:00:00.000165
7,0 days 00:00:00.000150
8,0 days 00:00:00.000192
9,0 days 00:00:00.000162
