,time
0,0 days 00:00:00.000149
1,0 days 00:00:00.000158
2,0 days 00:00:00.000152
3,0 days 00:00:00.000164
4,0 days 00:00:00.000159
5,0 days 00:00:00.000153
6,0 days 00:00:00.000158
7,0 days 00:00:00.000191
8,0 days 00:00:00.000155
9,0 days 00:00:00.000153
