,time
0,0 days 00:01:38.717912
1,0 days 00:01:28.536070
2,0 days 00:01:28.180539
3,0 days 00:01:52.057364
4,0 days 00:02:16.357079
5,0 days 00:01:39.408327
6,0 days 00:01:55.635884
7,0 days 00:01:22.578045
8,0 days 00:01:19.841442
9,0 days 00:01:30.267755
