,time
0,0 days 00:00:00.000185
1,0 days 00:00:00.000172
2,0 days 00:00:00.000149
3,0 days 00:00:00.000168
4,0 days 00:00:00.000159
5,0 days 00:00:00.000159
6,0 days 00:00:00.000158
7,0 days 00:00:00.000166
8,0 days 00:00:00.000154
9,0 days 00:00:00.000155
