,time
0,0 days 00:00:37.227626
1,0 days 00:00:31.596121
2,0 days 00:00:38.829020
3,0 days 00:00:31.937773
4,0 days 00:00:28.458617
5,0 days 00:00:33.768142
6,0 days 00:00:30.755395
7,0 days 00:00:22.453066
8,0 days 00:00:35.966901
9,0 days 00:00:24.874296
