,time
0,0 days 00:01:14.441432
1,0 days 00:00:44.899697
2,0 days 00:01:06.826282
3,0 days 00:01:09.165631
4,0 days 00:00:48.770713
5,0 days 00:00:47.999271
6,0 days 00:01:06.232193
7,0 days 00:01:01.468911
8,0 days 00:01:04.746186
9,0 days 00:00:53.284064
