,time
0,0 days 00:00:00.000147
1,0 days 00:00:00.000139
2,0 days 00:00:00.000157
3,0 days 00:00:00.000140
4,0 days 00:00:00.000150
5,0 days 00:00:00.000147
6,0 days 00:00:00.000143
7,0 days 00:00:00.000139
8,0 days 00:00:00.000139
9,0 days 00:00:00.000142
