,time
0,0 days 00:00:45.590114
1,0 days 00:00:48.493659
2,0 days 00:01:22.525119
3,0 days 00:00:55.394223
4,0 days 00:01:14.664015
5,0 days 00:00:35.400159
6,0 days 00:00:30.054153
7,0 days 00:00:33.103471
8,0 days 00:00:41.909515
9,0 days 00:00:50.621293
