,time
0,0 days 00:01:31.937053
1,0 days 00:01:25.318195
2,0 days 00:00:46.762714
3,0 days 00:01:59.871772
4,0 days 00:01:31.531863
5,0 days 00:02:02.348674
6,0 days 00:01:52.326661
7,0 days 00:01:11.532648
8,0 days 00:01:55.278626
9,0 days 00:02:55.824780
