,time
0,0 days 00:00:41.779238
1,0 days 00:00:28.350071
2,0 days 00:00:45.830787
3,0 days 00:00:48.541090
4,0 days 00:00:32.827035
5,0 days 00:00:42.655620
6,0 days 00:01:06.406739
7,0 days 00:01:13.423774
8,0 days 00:00:36.585332
9,0 days 00:01:07.734167
