,time
0,0 days 00:01:27.223769
1,0 days 00:01:35.181981
2,0 days 00:00:47.343723
3,0 days 00:01:06.648131
4,0 days 00:02:53.699687
5,0 days 00:02:10.801507
6,0 days 00:01:40.065053
7,0 days 00:01:15.591715
8,0 days 00:01:11.748168
9,0 days 00:00:44.357596
