,time
0,0 days 00:01:25.448943
1,0 days 00:01:46.982881
2,0 days 00:01:01.199848
3,0 days 00:00:47.309022
4,0 days 00:01:05.938873
5,0 days 00:01:12.549925
6,0 days 00:02:03.322501
7,0 days 00:01:13.484637
8,0 days 00:02:03.487161
9,0 days 00:01:14.635332
