,time
0,0 days 00:00:00.000174
1,0 days 00:00:00.000145
2,0 days 00:00:00.000161
3,0 days 00:00:00.000165
4,0 days 00:00:00.000176
5,0 days 00:00:00.000176
6,0 days 00:00:00.000159
7,0 days 00:00:00.000160
8,0 days 00:00:00.000176
9,0 days 00:00:00.000194
