,time
0,0 days 00:00:00.000170
1,0 days 00:00:00.000148
2,0 days 00:00:00.000143
3,0 days 00:00:00.000143
4,0 days 00:00:00.000173
5,0 days 00:00:00.000147
6,0 days 00:00:00.000168
7,0 days 00:00:00.000153
8,0 days 00:00:00.000153
9,0 days 00:00:00.000178
