,time
0,0 days 00:00:00.000184
1,0 days 00:00:00.000299
2,0 days 00:00:00.000158
3,0 days 00:00:00.000171
4,0 days 00:00:00.000152
5,0 days 00:00:00.000158
6,0 days 00:00:00.000166
7,0 days 00:00:00.000157
8,0 days 00:00:00.000182
9,0 days 00:00:00.000145
