,time
0,0 days 00:00:00.000139
1,0 days 00:00:00.000137
2,0 days 00:00:00.000137
3,0 days 00:00:00.000138
4,0 days 00:00:00.000138
5,0 days 00:00:00.000138
6,0 days 00:00:00.000160
7,0 days 00:00:00.000137
8,0 days 00:00:00.000139
9,0 days 00:00:00.000137
