,time
0,0 days 00:00:00.000141
1,0 days 00:00:00.000139
2,0 days 00:00:00.000141
3,0 days 00:00:00.000140
4,0 days 00:00:00.000143
5,0 days 00:00:00.000141
6,0 days 00:00:00.000145
7,0 days 00:00:00.000142
8,0 days 00:00:00.000139
9,0 days 00:00:00.000140
