,time
0,0 days 00:00:00.000178
1,0 days 00:00:00.000170
2,0 days 00:00:00.000173
3,0 days 00:00:00.000157
4,0 days 00:00:00.000163
5,0 days 00:00:00.000159
6,0 days 00:00:00.000185
7,0 days 00:00:00.000171
8,0 days 00:00:00.000174
9,0 days 00:00:00.000151
