,time
0,0 days 00:00:00.000170
1,0 days 00:00:00.000164
2,0 days 00:00:00.000159
3,0 days 00:00:00.000200
4,0 days 00:00:00.000160
5,0 days 00:00:00.000170
6,0 days 00:00:00.000182
7,0 days 00:00:00.000157
8,0 days 00:00:00.000155
9,0 days 00:00:00.000150
