,time
0,0 days 00:00:00.000164
1,0 days 00:00:00.000166
2,0 days 00:00:00.000168
3,0 days 00:00:00.000165
4,0 days 00:00:00.000157
5,0 days 00:00:00.000177
6,0 days 00:00:00.000158
7,0 days 00:00:00.000152
8,0 days 00:00:00.000154
9,0 days 00:00:00.000142
