,time
0,0 days 00:00:00.000190
1,0 days 00:00:00.000175
2,0 days 00:00:00.000186
3,0 days 00:00:00.000157
4,0 days 00:00:00.000158
5,0 days 00:00:00.000157
6,0 days 00:00:00.000171
7,0 days 00:00:00.000161
8,0 days 00:00:00.000161
9,0 days 00:00:00.000167
