,time
0,0 days 00:01:07.504803
1,0 days 00:02:03.888662
2,0 days 00:01:29.970395
3,0 days 00:01:27.364013
4,0 days 00:01:21.523026
5,0 days 00:01:38.304796
6,0 days 00:02:11.729364
7,0 days 00:02:01.097608
8,0 days 00:02:27.938809
9,0 days 00:02:10.249499
