,avgcpu,labels
0,-0.8481013,-0.863959694697364
1,-0.92075473,-0.9581179843766144
2,-0.92953026,-0.9711967136700254
3,-0.8436667,-0.8598549249765607
4,-0.9191284,-0.8733890493386269
5,-0.9304207,-0.8994700458129379
6,-0.84084755,-0.8667275063233011
7,-0.9019142,-0.9668162808218372
8,-0.9207902,-0.9506443632031801
9,-0.90492916,-0.8684645857296809
10,-0.9240113,-0.9262733240891916
11,-0.92794144,-0.9585420664663113
12,-0.84723616,-0.8938192806229414
13,-0.9153267,-0.9103080030529472
14,-0.9274649,-0.9328499755143983
15,-0.88491267,-0.9602957081861807
16,-0.9080688,-0.822764088857208
17,-0.9197485,-0.9134516130877954
18,-0.92066044,-0.8392405314984615
19,-0.83433795,-0.8109366038505175
20,-0.91813195,-0.9173225598929968
21,-0.90087175,-0.9594478281978902
22,-0.87965965,-0.829396621396395
23,-0.92706436,-0.9557814591386304
24,-0.93102455,-0.9435022752229789
25,-0.8435901,-0.8516387818999409
26,-0.9228194,-0.9344318433687595
27,-0.9300982,-0.9622500794835147
28,-0.8421023,-0.812314745734007
29,-0.9186941,-0.9649637937430845
30,-0.93093574,-0.9375589768767683
31,-0.8332424,-0.7843191298097544
32,-0.92584944,-0.8194388468988747
33,-0.9291689,-0.918170547685139
34,-0.80679154,-0.8130999275520568
35,-0.9121585,-0.9523978612099098
36,-0.9242607,-0.9441995768938145
37,-0.8803331,-0.8467266913849432
38,-0.92709565,-0.9312184971312569
39,-0.92974377,-0.9581040657210957
40,-0.84007,-0.26140232941795216
41,-0.9187865,-0.9493876835197026
42,-0.9311434,-0.9284087871308955
43,-0.8237022,-0.8462255052995089
44,-0.8823705,-0.9107857377101155
45,-0.91635144,-0.8215770842579647
46,-0.844464,-0.6843879756703224
47,-0.917409,-0.9213706163331549
48,-0.88418007,-0.9327466240675609
49,-0.8250226,-0.8515697161194209
50,-0.9318876,-0.9349277522747408
51,-0.918463,-0.9629171546117082
52,-0.8618461,-0.8246745941680131
53,-0.9195026,-0.9584196630859045
54,-0.9310355,-0.9408814706318301
55,-0.83406764,-0.8473361064432412
56,-0.9234723,-0.9181225631792359
57,-0.9297737,-0.954385116236464
58,-0.838202,-0.8200911395989812
59,-0.91732585,-0.9019686601187848
60,-0.9303976,-0.8447346728654245
61,-0.8408934,-0.8315664108027246
62,-0.9173944,-0.926459394749409
63,-0.9080821,-0.964573237035594
64,-0.8925129,-0.8310627882489559
65,-0.9263185,-0.958245532277667
66,-0.93189853,-0.9376029461616412
67,-0.83990526,-0.8493231258971896
68,-0.9225879,-0.9144635671697253
69,-0.929523,-0.9582982140265017
70,-0.84040195,-0.8323599067193452
71,-0.91687995,-0.9606542467998521
72,-0.9304079,-0.9372819959391073
73,-0.8456443,-0.7510458706623196
74,-0.9231727,-0.8517037667302926
75,-0.92956567,-0.9575991033500098
76,-0.80659676,-0.8216317719024658
77,-0.9151814,-0.9498169915102626
78,-0.9286188,-0.9401901398336198
79,-0.88170576,-0.862275293139221
80,-0.9230909,-0.7540037529519884
81,-0.92946553,-0.38600623162191194
82,-0.85341555,-0.639040074532447
83,-0.81989217,-0.6512953856083658
84,-0.83978254,-0.7691479464327338
85,-0.8774572,-0.8122057188284909
86,-0.8376861,-0.7973456229173586
87,-0.8946203,-0.8408591625517801
88,-0.9002992,-0.742283872592664
89,-0.8988683,-0.8193079883256589
90,-0.9161097,-0.9387252590936858
91,-0.8541939,-0.9538419997020593
92,-0.92213595,-0.8302809133530797
93,-0.9256366,-0.9425256233601806
94,-0.930789,-0.9392730178910313
95,-0.8328215,-0.8491385638472133
96,-0.9214102,-0.9404315315797206
97,-0.9293402,-0.9476695010213336
98,-0.8478192,-0.8288666038511548
99,-0.9200095,-0.9497780866912305
100,-0.9299028,-0.9169886860672379
101,-0.8323171,-0.7540464710891375
102,-0.9229231,-0.8718159107154402
103,-0.92698747,-0.9494111135053913
104,-0.8094358,-0.8306177955320369
105,-0.9220793,-0.9391789196305997
106,-0.92751664,-0.9368744526768426
107,-0.868809,-0.8452053320426803
108,-0.9212581,-0.9405689714780358
109,-0.92899823,-0.9516664034402067
110,-0.84717256,-0.8374876576962458
111,-0.92062813,-0.9541181519825037
112,-0.93068016,-0.9461458358047046
113,-0.83764577,-0.8477782401421821
114,-0.9222026,-0.8943164523996838
115,-0.9304215,-0.8460878177013531
116,-0.83957684,-0.7834698345647222
117,-0.9139514,-0.9311750997510446
118,-0.9050583,-0.9529407315261049
119,-0.85853386,-0.8340350965639223
120,-0.9324379,-0.914160985925224
121,-0.92941546,-0.9489361487972657
122,-0.83955055,-0.8392171890701907
123,-0.9174697,-0.9534500737867568
124,-0.92985266,-0.9409732276790128
125,-0.8530265,-0.8439123308314967
126,-0.922099,-0.9454880630295285
127,-0.92984647,-0.9499911448372474
128,-0.83817834,-0.7760942766279723
129,-0.92111576,-0.8475008979710259
130,-0.93063015,-0.9079940081532352
131,-0.8206428,-0.8412541924354588
132,-0.91420734,-0.939344914627511
133,-0.922867,-0.9426081354406531
134,-0.89900744,-0.8365353460966072
135,-0.9229013,-0.9587098855856062
136,-0.92967486,-0.9348945635077348
137,-0.8395755,-0.8498925846504064
138,-0.92350614,-0.9477844087911735
139,-0.9293062,-0.9525470734311754
140,-0.8411322,-0.8441040959528967
141,-0.92113805,-0.935197632968487
142,-0.9304981,-0.8804459022266693
143,-0.8386946,-0.769039272320295
144,-0.9189953,-0.8936874458536788
145,-0.9227148,-0.9563541289787136
146,-0.819655,-0.9448679589734158
147,-0.9273555,-0.8542490966288132
148,-0.92915064,-0.9435075619635647
149,-0.9223721,-0.9608404410906312
150,-0.84338903,-0.8638552329830541
151,-0.9194298,-0.9374206544970957
152,-0.93055546,-0.9608320762553829
153,-0.8534586,-0.8161650315143743
154,-0.91650254,-0.9462286953794937
155,-0.92878175,-0.9246579203981979
156,-0.831391,-0.7752826495636108
157,-0.923053,-0.8375342255796911
158,-0.92747694,-0.9378963592797916
159,-0.81254244,-0.8263260256436086
160,-0.91620195,-0.9553046193352236
161,-0.9268489,-0.9300414381025829
162,-0.88296735,-0.8508006845392959
163,-0.9245858,-0.9543722563982918
