,avgcpu,labels
0,-0.41928175,0.3221792809665478
1,-0.31254825,0.36839379333388433
2,-0.36114073,-0.32837195252107143
3,-0.26323506,-0.6870876671778077
4,-0.5455405,-0.8920422857264987
5,-0.90537155,-0.97124279901901
6,-0.9528001,-0.9157690347347439
7,-0.90646565,-0.9040570090317015
8,-1.028318,-0.918087968614025
9,-0.9513342,-0.9622199990704519
10,-0.5636487,-0.9621137539487074
11,-0.5212129,-0.9766981898325784
12,-0.41658998,-0.19950985339123517
13,-0.2509245,0.2226624622402904
14,-0.24679703,0.10694799235183172
15,-0.27709454,-0.5894334000880174
16,-0.5720103,-0.8976159574706241
17,-0.95462865,-0.9707623983557361
18,-0.9450063,-0.9725484419147594
19,-0.96458995,-0.8185089266434155
20,-1.0500761,-0.8246138400231335
21,-1.0030882,-0.8360221012811145
22,-0.9531014,-0.9526579217244354
23,-0.6113685,-0.9680975149370648
24,-0.37733892,-0.6065393829142508
25,-0.21384057,0.11877591216019012
26,-0.15891552,0.3839195819611281
27,-0.6476501,-0.012024222195171408
28,-0.5869487,-0.793050984713391
29,-0.57217026,-0.881466875233765
30,-0.84320617,-0.8561360206229389
31,-0.9682754,-0.9269407354036803
32,-1.0015246,-0.9378536483714244
33,-0.9487505,-0.8951116161513069
34,-0.9599002,-0.9349692692072675
35,-0.8647122,-0.9740504825145038
36,-0.60986024,-0.2874792015097961
37,-0.28552872,0.6191105144429128
38,-0.26684552,0.30102373565123375
39,-0.32661754,-0.5575076445498055
40,-0.22774321,-0.9326652330395315
41,-0.7772556,-0.9686714898231766
42,-1.0191213,-0.9509065735179758
43,-0.9962616,-0.8540909959116204
44,-1.0584842,-0.7859194656657953
45,-0.96893734,-0.8461176569033083
46,-0.7913128,-0.9022974238989743
47,-0.61791027,-0.9529064596623378
48,-0.32985756,-0.3917553583536595
49,-0.26695105,-0.05237488068107088
50,-0.17577702,0.5653737037532036
51,-0.4208165,-0.13023670949735433
52,-0.6233821,-0.6734607582051639
53,-0.52023,-0.795132117618464
54,-0.83222747,-0.9344297199847817
55,-0.92182374,-0.9052812209461732
56,-0.9449511,-0.9161692779572574
57,-0.9271783,-0.7201481314952839
58,-1.1186695,-0.9119747714299069
59,-0.83234227,-0.9655348447840699
60,-0.4683738,-0.3340246958888339
61,-0.36112317,0.17728342678052744
62,-0.033700652,0.31038171066628206
63,-0.38505638,-0.11918686989052796
64,-0.5143927,-0.6597247933806559
65,-0.7587689,-0.8207956849740996
66,-0.71052676,-0.9527396939240483
67,-0.83863413,-0.9232150117575086
68,-0.96727836,-0.9438330062526856
69,-0.8464308,-0.7684856128125933
70,-0.9793681,-0.8371390411385653
71,-0.58579886,-0.94423618823006
72,-0.5390423,-0.1716403073724051
73,-0.38127467,0.0629791804150297
74,-0.12586638,0.38113702623722157
75,-0.24513358,-0.22479414019476474
76,-0.6049475,-0.8992008045757361
77,-0.7483769,-0.951777259441754
78,-0.79758817,-0.9165103928784601
79,-0.90327483,-0.7980550389064566
80,-1.0304067,-0.9105986108452476
81,-0.8644119,-0.9727706186414683
82,-0.97614235,-0.9591553679695104
83,-0.6229424,-0.981074776793418
84,-0.42650548,-0.24146254895831343
85,-0.1731379,0.18991792742605473
86,-0.12472559,0.35671493765623463
87,-0.24006844,-0.5278780374030263
88,-0.46968555,-0.8695929608412427
89,-0.8940172,-0.9080249320412885
90,-0.9519728,-0.7102990777518743
91,-0.9757254,-0.9291991174620919
92,-1.0468986,-0.9560667056215993
93,-0.84375066,-0.8767473156603267
94,-0.9048693,-0.7709193195299355
95,-0.67264503,-0.8171494709204236
96,-0.38969728,-0.5094405938214989
97,-0.30822614,0.19370045764558497
98,-0.52929765,0.35556171514947654
99,-0.26723072,-0.21874776801845253
100,-0.6640077,-0.7324903065256909
101,-0.5961075,-0.8868914254217394
