,avgcpu,labels
0,-0.5327237,-0.565133169618923
1,-0.5356846,-0.5863475131370219
2,-0.5362745,-0.4860076897699791
3,-0.5337569,-0.41435146315499927
4,-0.53466505,-0.5591410711003154
5,-0.53273535,-0.5688888483294333
6,-0.526884,-0.547341386021277
7,-0.53778476,-0.5624295763599242
8,-0.5398912,-0.5848096878550935
9,-0.5294309,-0.13550248508610663
10,-0.53380096,-0.5762176788284369
11,-0.53645504,-0.5600749689989459
12,-0.5220226,-0.5866723206235733
13,-0.5226136,-0.5697738433310082
14,-0.5019645,-0.5465171428099643
15,-0.5318879,-0.4652377409201637
16,-0.53588873,-0.47689716803386784
17,-0.5324545,-0.5584629399058463
18,-0.5313615,-0.5442705686058862
19,-0.5314492,-0.47416192881420105
20,-0.53978205,-0.5618698234698233
21,-0.5350157,-0.5350904880739495
22,-0.5305896,-0.5458273088003067
23,-0.53413033,-0.5615107605774606
24,-0.53924906,-0.5593162202053515
25,-0.5308275,-0.5632400810558094
26,-0.5365007,-0.3968301013166674
27,-0.5347202,-0.4288433019414454
28,-0.53438735,-0.5917783896445755
29,-0.5300819,-0.5122016358304917
30,-0.526941,-0.5236917019229388
31,-0.54477715,-0.54644554097696
32,-0.5340742,-0.5704762938346387
33,-0.52867836,-0.4514665906179043
34,-0.5380801,-0.5274133332882016
35,-0.53484327,-0.5579539548268916
36,-0.5321972,-0.5556254391523638
37,-0.5303829,-0.5467622095750594
38,-0.54209185,-0.5791428756533132
39,-0.53166735,-0.4519335067227692
40,-0.53359145,-0.5710659165922424
41,-0.53529966,-0.5360195951637767
42,-0.53295624,-0.5578057884259712
43,-0.5310151,-0.5538214321741528
44,-0.54255444,-0.5057432222081831
45,-0.52990025,-0.5563275547741809
46,-0.5366481,-0.5637260238863221
47,-0.53275394,-0.5307166902652177
48,-0.5338824,-0.2462433043508534
49,-0.537989,-0.5686241253423765
50,-0.5325767,-0.5274527540382118
51,-0.5244357,-0.4927543956208754
52,-0.5290664,-0.5226488962450918
53,-0.5517174,-0.5639226480499386
54,-0.5285274,-0.5662278162601797
55,-0.53494257,-0.5763172170568881
56,-0.53729105,-0.555738261124179
57,-0.53396696,-0.5543352199466601
58,-0.5332242,-0.5714498669629503
59,-0.5345334,-0.5806179935720714
60,-0.53329325,-0.5819087815644935
61,-0.5355842,-0.574473602804931
62,-0.53540236,-0.5637596558439942
63,-0.5344096,-0.5866756293288767
64,-0.53419745,-0.46330547207304973
65,-0.5337915,-0.4965292694142439
66,-0.53483564,-0.5762960728829583
67,-0.53244424,-0.5911766820635492
68,-0.5287694,-0.5213754755342622
69,-0.54223245,-0.5534236804531534
70,-0.53411907,-0.5686211736786222
71,-0.53110754,-0.5912384549519061
72,-0.53154016,-0.5621362793777934
73,-0.53861064,-0.5580872948827291
74,-0.53381777,-0.47789891032424703
75,-0.5344468,-0.5597328766673471
76,-0.5324186,-0.4600428100639844
77,-0.5326869,-0.4755547649789973
78,-0.53312147,-0.5302992754656287
79,-0.5385227,-0.530733710693165
80,-0.5288041,-0.5241908492375649
81,-0.5402781,-0.5577475488002782
82,-0.53469384,-0.5446820266565339
83,-0.532416,-0.5712183905495779
84,-0.5352173,-0.5779094752141386
85,-0.53563905,-0.5767722514491261
86,-0.5335458,-0.5714383133435497
87,-0.53603673,-0.5376095195272954
88,-0.5339191,-0.48761577450797133
89,-0.53420746,-0.3672793951956682
90,-0.53332204,-0.5643562445887788
91,-0.5315185,-0.5703158063580471
92,-0.5294279,-0.52637083425849
93,-0.53562605,-0.5475063912372685
94,-0.5426314,-0.5925955716577535
95,-0.52825695,-0.5598571753523938
96,-0.5328919,-0.5689497902657779
97,-0.5377448,-0.5726263500005947
98,-0.53428096,-0.5785613879013468
99,-0.5322201,-0.5507905963356604
100,-0.5359213,-0.5785637776716116
101,-0.5347781,-0.4413812762288388
102,-0.53402495,-0.5384720791271682
103,-0.5338247,-0.4671213861294249
104,-0.532734,-0.519895512303146
105,-0.5299469,-0.040071239057535735
106,-0.5418968,-0.5512710720678133
107,-0.530249,-0.573249284091587
108,-0.5250709,-0.578060468923793
109,-0.53378254,-0.5705667925063879
110,-0.4927544,-0.5825413322674973
111,-0.5338213,-0.4498256971330037
112,-0.53409415,-0.5639080109674851
113,-0.53441936,-0.3889441933457827
114,-0.53147835,-0.523527251319613
115,-0.5308829,-0.5870100372061959
116,-0.53919023,-0.6031238599897565
117,-0.52833086,-0.5667341496533916
118,-0.54583,-0.547659929586788
119,-0.53026015,-0.5578966248033609
120,-0.53207767,-0.5732600355552014
121,-0.53161085,-0.5713190977340072
122,-0.53466344,-0.5740434868289983
123,-0.53618157,-0.560295030457048
124,-0.5347596,-0.5777617564074373
125,-0.5342876,-0.44770289641983396
126,-0.5343857,-0.5614048957663781
127,-0.53434086,-0.4669503379017381
128,-0.53205615,-0.5566995961996447
129,-0.5309639,-0.5671318538060992
130,-0.54174614,-0.4831308443031864
131,-0.529925,-0.44425152103266596
132,-0.54075503,-0.5683337312949169
133,-0.53049165,-0.5792465755985319
134,-0.52903986,-0.5946785306077259
135,-0.5388624,-0.516161996121954
136,-0.5380218,-0.5863804039659472
137,-0.5301831,-0.5523188149346812
138,-0.532833,-0.489517062963006
139,-0.53217334,-0.5646595946748838
140,-0.5393776,-0.5513421913420314
141,-0.5297387,-0.5555116208793438
142,-0.5344192,-0.5854013235282495
143,-0.5388389,-0.555439028664095
144,-0.5314791,-0.3947419012563588
145,-0.53599566,-0.4553762182000134
146,-0.53502655,-0.5757308395242607
147,-0.5277266,-0.5588588091569648
148,-0.5285288,-0.5334525895341399
149,-0.54473525,-0.5544279522843281
150,-0.5328232,-0.38405222488881396
151,-0.52969205,-0.5246965902241971
152,-0.53436756,-0.5725701595103404
153,-0.5315253,-0.5368225596922434
154,-0.5297918,-0.5543339438902867
155,-0.54553777,-0.5591248681346891
156,-0.5295866,-0.5939397073470404
157,-0.5324527,-0.5557167416919188
158,-0.53669024,-0.574342449575297
159,-0.53450537,-0.5437253816481352
160,-0.5349958,-0.5839746738425663
161,-0.53237915,-0.5634830616244803
162,-0.53555906,-0.47770517226634446
163,-0.5338563,-0.5720443404914154
164,-0.5368956,-0.5288007032037461
165,-0.53025514,-0.5634290308056096
166,-0.5334396,-0.5427696857213528
167,-0.5400629,-0.573760153130186
168,-0.5305674,-0.5903109911242718
169,-0.53706264,-0.5687362920017338
170,-0.53346616,-0.5375379081130446
171,-0.53650385,-0.5588728978694003
172,-0.533679,-0.597681467476373
173,-0.53212595,-0.5472917693825479
174,-0.5340653,-0.5216372586362262
175,-0.5370703,-0.49450186073667357
176,-0.5341471,-0.5842062905367902
