,avgcpu,std,labels
0,0.0284301258874472,0.09834785807058434,0.13487349022589257
1,-0.15051031786117483,0.09850372402060747,0.26752599726019577
2,-0.05866621772771083,0.09761293181761872,0.2929945822956159
3,0.003873452754250939,0.09786163433390445,0.16174836536310444
4,0.09498676575075465,0.09797917231099232,0.1471360106152022
5,0.22369425730682016,0.09835721416933693,0.10114274971455561
6,0.24275788945015125,0.0984142418650216,0.046526510251835074
7,0.1420973043438274,0.09855594251436423,-0.06478210500841097
8,0.18817494558027054,0.09826549623354813,0.051995990391250135
9,0.11707083051195599,0.0977477447066498,0.07844242296704129
10,0.0767714037243376,0.09825318704005327,-0.08650293502294959
11,-0.029111461499980562,0.09821524829415101,-0.130590489386067
12,0.07211976027851161,0.09805182487297281,-0.1941638285395615
13,0.07550766248162494,0.0980327670908255,-0.14837218120533135
14,-0.061615331828051206,0.0979402119939573,-0.09774474644285336
15,-0.06294852461708433,0.09751627829172481,-0.18307804075090406
16,-0.14388407060248354,0.0968522843836711,-0.15675673261982315
17,-0.09125684097813275,0.096768498999041,-0.24005291928711836
18,-0.09046344251952451,0.09677319461952243,-0.03800107902720651
19,-0.16438695315293905,0.09688396941083788,-0.09632735222411704
20,-0.11343941672128699,0.09688257163262279,-0.12470837544787816
21,-0.22397277225726428,0.09707048879965612,-0.022362139370930567
22,-0.003406198676196126,0.0974819257962073,0.047851519524060304
23,-0.12185263981696942,0.09774336729953018,-0.03628779555433237
24,-0.07921672722537981,0.0974313426066903,0.13514884760786794
25,-0.025479987761390432,0.09716233629453574,0.1335137464273144
26,0.03322990814996038,0.09786874277553011,0.10682606427404018
27,-0.05269191353912778,0.09754915040403098,0.09206304580036351
28,0.15585593606483264,0.09820733620910026,0.13505496058322342
29,0.09381679555625817,0.09804949005268038,-0.07515098518611074
30,0.11135596796956104,0.09747094817441804,-0.1517008802238058
31,0.09292937864324625,0.09816615990606822,-0.10807033592225368
32,0.13555113520463694,0.09803453113767253,0.10507059280955744
33,-0.05083807642291688,0.09853921744383422,-0.010944260376844372
34,-0.08242904593608236,0.09838546890520762,0.11572982328221126
35,-0.0688081798311514,0.09853208302484541,0.14290367577976193
36,0.12143235585167372,0.09905459800189714,0.19515394482322712
37,-0.040818882324341416,0.09909958410571568,0.29151639700584164
38,0.13526420803984796,0.09949509464478747,0.18067256630176454
39,0.12342447717039129,0.09913759183302678,0.09907550047818514
40,0.18493731852528852,0.09892115310224016,0.10911062715116815
41,0.2622695237567828,0.09889621565644506,0.1805588408578651
42,0.15931255481600487,0.09867763046205745,0.2817326973741827
43,0.1260523957315444,0.0987105183883052,0.2803570089702583
44,0.11245865076700581,0.09859968256562966,0.24807698235915376
45,0.16914215032589136,0.09862192271738353,0.33826654852339866
46,0.25953947997777466,0.09877298104910187,0.33079999214623657
47,0.26287321671969816,0.09900626154632634,0.38818203081939595
48,0.22855910055144701,0.09864820703630998,0.4623667455166536
49,0.3324278566594655,0.09867042163040456,0.3178217892228896
50,0.30052038968301487,0.09865990429905742,0.3137273230204376
51,0.3694540741936785,0.09877071899405343,0.3101964637342802
52,0.4301472920734178,0.09891661808907165,0.16985699969389012
53,0.28889353950861596,0.09972799894061607,0.12029204338166455
54,0.32962833177553896,0.09979328448951168,0.1292960626428794
55,0.2978291851276853,0.0994523785397944,0.1396065674006497
56,0.18619825002276721,0.09878283656734933,0.08233918130533935
57,0.16513414937635768,0.09883921013517674,0.08413138661359065
58,0.14973549226273775,0.09863650614789321,-0.06851960929140377
59,0.14733347712062844,0.09850639781686776,-0.11633853918702552
60,0.09863826255763666,0.09857456981770057,0.020427542324500614
61,0.10310993556835,0.09857798334092839,0.057553852240427084
62,-0.04299942041695387,0.09906824664813801,-0.128928579235291
63,-0.05460084194635964,0.09915641463230758,-0.12325051268932574
64,0.033543993855111864,0.09921123291430782,-0.04823438959048021
65,0.04648976825246645,0.09921460467076292,-0.06045910800580101
66,-0.11209977460872311,0.09969224279364959,-0.09140084747036115
67,-0.07383756880688777,0.09945189948118208,-0.007734325339139758
68,-0.03987704899556929,0.09947458401892371,0.17183649540555201
69,-0.05690619912086006,0.09947433652639642,0.19385619993008785
70,-0.07392817298707471,0.09950987599084993,0.12977860176389378
71,0.005874785075198841,0.09955853678435385,0.10903018121031138
72,0.1476617891623018,0.10001395750991997,0.17772439350356084
73,0.1389595406964429,0.09973550998523743,0.24796395441845087
74,0.12228036549796503,0.0994045199067296,0.26638475890079993
75,0.11902614103935785,0.09952852063576344,0.44386215305768806
76,0.17715251098012885,0.09929342136345809,0.40240702350301794
77,0.21682403887433574,0.09940659338873246,0.4143368337470137
78,0.24025366880397864,0.09935561217463973,0.3309301232358144
79,0.41741639503649824,0.0995477002735138,0.18293698008169157
80,0.34108625979156726,0.09958684224815259,0.08977147978111955
81,0.397920352016928,0.09959408796241694,0.0605701261950804
82,0.31097259288181733,0.0990119692142238,0.046051528824047505
83,0.20802568336993252,0.09924267268662708,0.04422526128521742
84,0.1267078094690658,0.09951820738200652,0.13139012443662468
85,0.09328846470374175,0.09931231277611476,-0.04512974933076297
86,0.06911806503704647,0.09930048540425572,-0.115037261507827
87,0.06689194423436215,0.09934919389481964,-0.08806549833141908
88,0.14257067414598865,0.09941341208794968,-0.09501930062055663
89,-0.044150264427289476,0.09984776862262174,0.07713792704122824
90,-0.04964530565540465,0.099659265246143,0.21770367676192537
91,-0.05759149881667536,0.09952460199384458,0.14756943567903003
92,-0.07011541163128349,0.09841526485084745,0.11025102043564905
93,0.09216222063099726,0.09834307337283753,-0.02679067121923895
94,0.1784864368264364,0.0982992798872878,-0.1057204216227019
95,0.11299724586420994,0.0982907921707605,-0.2324114187718247
96,0.1174660976613432,0.09787522306822559,-0.3359072489952668
97,-0.01963080393371383,0.09809036872767436,-0.29336525220531184
98,-0.056966161602023585,0.09820682290853537,-0.2242547798518575
99,-0.18845183897152482,0.09868211179430166,-0.3036069736048743
100,-0.27298468023582334,0.09871872785675521,-0.31499747866428773
101,-0.23305520492040468,0.09872183980808111,-0.4264071754404246
102,-0.19415802907221244,0.09852339883231066,-0.4902675362134583
103,-0.28598695853834094,0.09885620235725741,-0.522245413818129
104,-0.2654607195279257,0.09867288328329327,-0.5509781841496375
105,-0.3960534909548092,0.09901787001376339,-0.5582178760496759
106,-0.42925520215384444,0.0979513104551876,-0.45854833138216256
107,-0.47401328823261785,0.09810973467115502,-0.4456942992523869
108,-0.5033310893931358,0.09818229048676994,-0.4375449555411919
109,-0.5139331270859867,0.09828026128407322,-0.3071135132235554
110,-0.4178485563818105,0.09800353864669646,-0.2300777320465932
111,-0.43472006843567823,0.09822147055103081,-0.15559686840730258
112,-0.41185277970198564,0.0966612021018948,-0.2397726758664218
113,-0.28384753640250515,0.09651808537001381,-0.21949930209108137
114,-0.23555819578013587,0.09646234432642117,-0.30220440236374246
115,-0.15075072059777944,0.09592633084029155,-0.26615122454732987
116,-0.24684806842346174,0.09582465117469474,-0.1825051086907843
117,-0.1841497049896194,0.09590764768827129,-0.2002567817153431
118,-0.29543615566281833,0.09614606346876939,-0.3748533874198121
119,-0.2227498768644219,0.09614081849805982,-0.19679495963437166
120,-0.17259979208101392,0.09616392368324567,0.01737242035787867
121,-0.19736337249973163,0.09615854620495307,0.06776074253195885
