,avgcpu,labels
0,-0.96975887,-0.9754053121960837
1,-0.96957934,-0.9842632176366712
2,-0.96902597,-0.9778095123685975
3,-0.9694972,-0.7886035521858601
4,-0.96934485,-0.9388643106582946
5,-0.96946025,-0.9671760983963731
6,-0.9693589,-0.9192395388659468
7,-0.9719013,-0.9847538381714531
8,-0.9707705,-0.9712872166570579
9,-0.96661556,-0.9869705238252833
10,-0.96945894,-0.9781062519139345
11,-0.96948934,-0.9863760710953271
12,-0.9685112,-0.979628651405458
13,-0.9695294,-0.9830641808036614
14,-0.9692482,-0.9771503592780173
15,-0.9694871,-0.9851520782748517
16,-0.96934557,-0.9725957835303841
17,-0.9694996,-0.9815798569931438
18,-0.9694307,-0.8988555868104592
19,-0.96942735,-0.9812026378309208
20,-0.96943295,-0.9690819117949845
21,-0.96953917,-0.9846159323192454
22,-0.9703193,-0.9724560926732775
23,-0.96985745,-0.9838868642715841
24,-0.96820045,-0.9766781848657313
25,-0.9695078,-0.9877154434075262
26,-0.96930563,-0.9811819484222157
27,-0.9695085,-0.9847063260261743
28,-0.96931815,-0.9771662048618404
29,-0.96942437,-0.9824202902637583
30,-0.96930945,-0.961598536945838
31,-0.9694867,-0.9251962945053999
32,-0.9694338,-0.9678109882196473
33,-0.9694816,-0.9848558667263225
34,-0.9695946,-0.9730261155451144
35,-0.9702586,-0.9830148174938825
36,-0.96954775,-0.9776302186297926
37,-0.968537,-0.9840407904764079
38,-0.96934247,-0.9754724726275847
39,-0.9695215,-0.9825644618809405
40,-0.9693167,-0.9748246088703102
41,-0.9694493,-0.9879800300255442
42,-0.96941054,-0.9731601158421107
43,-0.96948636,-0.9017552840957752
44,-0.9693886,-0.9692210055018373
45,-0.9694071,-0.9854602026333642
46,-0.96937716,-0.9744454764965887
47,-0.9705826,-0.595671457025165
48,-0.969841,-0.979624862414744
49,-0.968133,-0.9818649854042998
50,-0.96931756,-0.9677948957984985
51,-0.9742142,-0.9799176530878712
52,-0.9707905,-0.972256769446923
53,-0.96323466,-0.9834020246048751
54,-0.9692898,-0.9760576894320838
55,-0.9695308,-0.9599325151243531
56,-0.96931684,-0.8251880133928369
57,-0.96943784,-0.982509301916506
58,-0.96932554,-0.9731397536524168
59,-0.9697789,-0.9845165368715987
60,-0.97139347,-0.9818695746080233
61,-0.9697969,-0.9888161261656542
62,-0.966954,-0.9783797829095423
63,-0.9695138,-0.9891341259169856
64,-0.9692584,-0.9781480179123857
65,-0.96938694,-0.9834683933488552
66,-0.9694166,-0.9750167610089127
67,-0.96945095,-0.9835576848079145
68,-0.96936524,-0.960406439556669
69,-0.96954155,-0.90967405564047
70,-0.9694128,-0.9709894790732417
71,-0.9694735,-0.9801979917710002
72,-0.9695796,-0.9785053238942121
73,-0.9704726,-0.9812693146081785
74,-0.9695749,-0.9783209148183415
75,-0.96831846,-0.9855157203371911
76,-0.9693775,-0.9779391847107259
77,-0.96942866,-0.9883444209433756
78,-0.9694127,-0.9772710278315262
79,-0.96938944,-0.9842714284263632
80,-0.96939576,-0.9721996274839255
81,-0.9694269,-0.9115925484654757
82,-0.96936405,-0.9695591788540103
83,-0.96951723,-0.9854443455500088
84,-0.9694457,-0.9773107439757497
85,-0.9704021,-0.9849295714950573
86,-0.9697803,-0.9768924780710204
87,-0.96830225,-0.9827739463360671
88,-0.9693309,-0.9695009004433238
89,-0.969478,-0.8770305107072904
90,-0.96939254,-0.9684539194376298
91,-0.9694971,-0.9837804110055834
92,-0.96949875,-0.9692202829820693
93,-0.9708173,-0.9855228381993726
94,-0.96990526,-0.8952533413669996
95,-0.96772766,-0.9829791786715751
96,-0.96942353,-0.9762907155986116
97,-0.96949816,-0.9817130518397081
98,-0.97027457,-0.9766916569985512
99,-0.9699273,-0.9835084539730734
100,-0.96804726,-0.7412153988019012
101,-0.96954846,-0.9817347362080855
102,-0.9693831,-0.9787261300428627
103,-0.96943784,-0.9847041300791529
104,-0.9723201,-0.9776374360155888
105,-0.9705342,-0.9783362509968163
106,-0.96555483,-0.9070504822215895
107,-0.9694284,-0.9706853001850888
108,-0.9693986,-0.9755698707624163
109,-0.969542,-0.9822780686470909
110,-0.97030556,-0.9773361478467505
111,-0.9698973,-0.9803968295812442
112,-0.9683145,-0.9747782664942758
113,-0.9693345,-0.983876288325486
114,-0.9693825,-0.9757077435283541
115,-0.9694767,-0.9796341991295376
116,-0.96944416,-0.9772550156671342
117,-0.9694226,-0.9834478408132553
118,-0.96936536,-0.9720542633873721
119,-0.9695165,-0.9082231921544783
120,-0.9693804,-0.9808383185804999
121,-0.96940243,-0.9818998118691384
122,-0.96947503,-0.9794878253961481
123,-0.9704468,-0.9845972767713729
124,-0.9696547,-0.9705990944846137
125,-0.96822083,-0.9821173725326529
126,-0.9695095,-0.9755563112677462
127,-0.9694059,-0.9823185858400785
128,-0.9695115,-0.9762968406408741
129,-0.96951544,-0.9815938282484193
130,-0.96930134,-0.9705446304721694
