,MSE,MAE
0,0.008214179107502034,0.07194602411359483
1,0.007071331710622468,0.05885170562533254
2,0.0058759938384375385,0.04896200315412292
3,0.006722133648578394,0.05323053872497743
4,0.006424076109275969,0.051186994698675166
5,0.007704975720620937,0.0687789236166694
6,0.005958109281635025,0.053868730375110696
7,0.006478671890460455,0.05885872915880233
8,0.007127055399660638,0.06465046693592191
9,0.007369222292657288,0.06659955366027702
