,avgcpu,std,labels
0,0.8389034953912732,0.06878619931148244,0.8403472634699964
1,0.8421826941371205,0.06804440423922768,0.6657318161859798
2,0.8140502035315237,0.0682858677462086,0.7493521045061966
3,0.7527186258870814,0.06869261261252524,0.5825018436335956
4,0.820345012205017,0.06888892053797399,0.6715114703696843
5,0.7037382683183827,0.06937905962730634,0.8125293185461779
6,0.7512911463658707,0.06878226883522083,0.7985447277134634
7,0.6504731383050244,0.07016556252443656,0.7172304848862274
8,0.7297494938748861,0.07013432998217876,0.7515238697625386
9,0.7732355481424704,0.06956237534942143,0.6761193014017142
10,0.761670778629311,0.0700428922219845,0.745819912150353
11,0.7548035201403756,0.06942369686667595,0.6727665629393891
12,0.7433454340715788,0.06829380596463634,0.6223177035265137
13,0.7229246464069018,0.0680518344845384,0.7534267094295259
14,0.7396196173045996,0.06772505474359328,0.741813545820158
15,0.735074170822339,0.06768742458216487,0.7363350904199502
16,0.6552465511385839,0.06717960079199019,0.5659918278013572
17,0.7499867131828315,0.06761198814994335,0.580759334940967
18,0.700377763555226,0.06742820800682069,0.5457835056074516
19,0.7402270373637345,0.06713935863827634,0.6452520794240422
20,0.6548141689539099,0.0672215985368112,0.5742017739047878
21,0.6443259676887918,0.06619133174946795,0.6269420348513224
22,0.5974912282417078,0.06545506344218788,0.5171035302879288
23,0.6889900031292335,0.06548517740192185,0.377983148176698
24,0.6093618657938085,0.06578507433937267,0.5357066249497717
25,0.6663371735544988,0.06584339282560756,0.41855804526857243
26,0.5692967154879415,0.06622331558982904,0.42014993639113696
27,0.5048256481005977,0.06689080288230742,0.5920559379316144
28,0.574406469871101,0.06691015343817054,0.5304310103452354
29,0.4905532829318201,0.06738416344510395,0.5329029490600989
30,0.46661439058374937,0.06759475132315207,0.6025766383959579
31,0.5723704831715826,0.06793483893569184,0.635451466649521
32,0.5671028945753513,0.06791368443286146,0.5459900110088696
33,0.5455713542964056,0.06793257441511785,0.4664008796497314
34,0.5872352854355338,0.06711426804122503,0.7183393459714749
35,0.6256485751560737,0.06714957209574725,0.8581181679768504
36,0.5625492891918007,0.0671046945839919,0.8298517844545201
37,0.5184233257247854,0.0670412231790992,0.693474177474287
38,0.6448530849928529,0.06787976745788354,0.5000498231010004
39,0.7872651668115902,0.06875123193320684,0.3388368497278069
40,0.7424211195640033,0.0685986493683899,0.43330220292349964
41,0.6884739912491367,0.06863314034991075,0.5203642305984952
42,0.5482934318347646,0.06944164372307572,0.5370162946468531
43,0.42697225621374174,0.07044406058601368,0.6588308828629685
44,0.5445093057402559,0.11105424316316499,0.7764268034480031
45,0.542047913284887,0.06974893026023891,0.823166543381324
46,0.5712164370820014,0.07156080853259003,0.6949682568618702
47,0.6410920210459513,0.10228597698807679,0.7327131343923252
48,0.6914250538323323,0.07073805087557561,0.8295935844820073
49,0.7671791494802465,0.07082553469181481,0.9044707122343616
50,0.6715678756842607,0.07063273527797431,0.8678607245205274
51,0.7386604937902017,0.07051977569816516,0.8029450808760439
52,0.7604333219844885,0.07058176203918297,0.6515408303995875
53,0.8214876387282997,0.07197121307604727,0.5960396465574904
54,0.7900445206814269,0.07156135751780338,0.5643172523212856
55,0.7704578330170002,0.07121660192350358,0.5336546897347043
56,0.6934961010889631,0.07128255161803336,0.5828079988002619
57,0.6454319437538345,0.07169538117161697,0.8207270047218871
58,0.6252093944401993,0.07142771193319623,0.8215038461152284
59,0.6042179475789038,0.07197316788304475,0.7723315320146384
60,0.6195243120171396,0.07125375895057318,0.7535662544370618
61,0.8063698880795168,0.07258318135850163,0.8013947422522789
62,0.7726924365418251,0.07368681122954761,0.9239227956069209
63,0.772720055565943,0.072524495579908,0.8367633522397804
64,0.7265553693197412,0.07237869716969267,0.7992253227104253
65,0.7732129365611815,0.07180535793015214,0.7819673421177913
66,0.8525112917989561,0.07248072596319151,0.7346073714001298
67,0.7809065650624292,0.07243510203059407,0.745656441863427
68,0.7955048540600377,0.07221709788376135,0.7435067772023993
69,0.7708112092208236,0.07244812097087208,0.7366405200494186
70,0.7432670895348467,0.07203432745447032,0.7282493013614153
71,0.7654985230008474,0.0720548303971768,0.5647148104158961
72,0.7498584189899647,0.0720959906542981,0.6506228995471468
73,0.7625520104497542,0.07149962089930029,0.5672519147189301
74,0.7404777062361442,0.07259696468220775,0.6232009302131201
75,0.6408339917347597,0.07226990892952552,0.736532038446565
76,0.6889348747847472,0.07252749402160204,0.8029870070607052
77,0.6172986087669534,0.07167933379196159,0.7535362709799758
78,0.6331519873568616,0.07112385081195541,0.739214138058641
79,0.7238247835753479,0.071264282183687,0.7949964987098577
80,0.7812917215529377,0.07074370358529365,0.7564988000117534
81,0.7250360562686278,0.07158140079937209,0.8270916687741741
82,0.7335689813688363,0.07148081244401269,0.8239895218037572
