,MSE,MAE
0,0.008320464569047264,0.06991870259691196
1,0.006333298219900847,0.045644171618298174
2,0.006298242161719902,0.04704380357340451
3,0.0065058167241091175,0.05474374981468294
4,0.006183795359073332,0.04872681442505716
5,0.006047232731013702,0.043439058323615345
6,0.006005337443344267,0.043620659490998775
7,0.005966343173766024,0.04256478729962273
8,0.006109963065155769,0.039069927336128
9,0.006516454081300631,0.052518283988614106
