,avgcpu,labels
0,-0.96319884,-0.9442379444881457
1,-0.96196175,-0.9856695514804181
2,-0.9630452,-0.9730451423051896
3,-0.9646841,-0.9540872648960652
4,-0.9591466,-0.9737729542334747
5,-0.96585613,-0.9570347902562443
6,-0.963263,-0.9576437604422046
7,-0.9608124,-0.9601861082209913
8,-0.964769,-0.960883052650837
9,-0.961869,-0.8912313549913171
10,-0.9626343,-0.9699077783558512
11,-0.9628727,-0.9564054040773559
12,-0.96613705,-0.9657705334306337
13,-0.9551892,-0.9495018120338405
14,-0.9674042,-0.9638838312682689
15,-0.9616043,-0.9633786288912329
16,-0.9641003,-0.9683367594170507
17,-0.96110874,-0.9600304722459478
18,-0.96356374,-0.9636852113132981
19,-0.96257776,-0.9600296838181366
20,-0.9635575,-0.9597561500862977
21,-0.9621946,-0.943771110412523
22,-0.9631919,-0.9551097820843482
23,-0.9626093,-0.9607853733886507
24,-0.96351004,-0.9689746331432325
25,-0.96116376,-0.959686229644891
26,-0.96297514,-0.9590093478432258
27,-0.962677,-0.9551715304311192
28,-0.96377116,-0.9621533076018827
29,-0.96234506,-0.9544767790011355
30,-0.96290606,-0.9575766376510835
31,-0.96217,-0.961356047006205
32,-0.96351665,-0.9825758419104405
33,-0.9621601,-0.9531261166960903
34,-0.96270347,-0.9676297034659664
35,-0.96198505,-0.9689075073794345
36,-0.9656138,-0.9596110684578463
37,-0.96051705,-0.963521408694481
38,-0.9635587,-0.9676780324315274
39,-0.96343905,-0.9600903260378575
40,-0.9621266,-0.9595099653609436
41,-0.9628387,-0.9695413950178049
42,-0.9634745,-0.958727044209404
43,-0.96242255,-0.9590612433375818
44,-0.96226704,-0.9674059918684922
45,-0.96394277,-0.9496625183621772
46,-0.9621991,-0.9705999069509597
47,-0.96238106,-0.962114895949206
48,-0.9641599,-0.9634782184684122
49,-0.9607329,-0.9581757496145495
50,-0.96440095,-0.9598465863249104
51,-0.96233207,-0.9624174407271147
52,-0.9631453,-0.9668996333752392
53,-0.96239656,-0.9508036453602973
54,-0.9627369,-0.9581549460740226
55,-0.9627382,-0.9590505338879971
56,-0.96388024,-0.9622172429722449
57,-0.961472,-0.8999156993285665
58,-0.9630607,-0.9678820552197861
59,-0.96265906,-0.9573063299095224
60,-0.9659274,-0.9746314470476024
61,-0.95602113,-0.9557353899583595
62,-0.96671456,-0.9693557533305379
63,-0.96137583,-0.9587429119923996
64,-0.9647769,-0.9691979808184519
65,-0.96112055,-0.9670907820871903
66,-0.96410465,-0.9664344285209295
67,-0.961737,-0.9583189054872081
68,-0.96355784,-0.9694611266545556
69,-0.96282685,-0.9510570307038003
70,-0.9632356,-0.9611763685641578
71,-0.96182156,-0.9607175264706274
72,-0.96436405,-0.9622075927913365
73,-0.96122396,-0.9574336348892403
74,-0.9633149,-0.9645367937043035
75,-0.962686,-0.9451196089153313
76,-0.96311,-0.9599516379242765
77,-0.96216434,-0.952062889983656
78,-0.9641265,-0.9643657307562805
79,-0.96086335,-0.9653483931363902
80,-0.963878,-0.968985951245603
81,-0.96166474,-0.9630593589211898
82,-0.9634088,-0.9734144794960559
83,-0.9627421,-0.9511467831762409
84,-0.96339285,-0.965536704083968
85,-0.9620437,-0.9545205024338059
86,-0.96456283,-0.9641043138701488
87,-0.9608408,-0.9590585537682708
88,-0.9641024,-0.9622020914767315
89,-0.9616803,-0.9504266894041554
90,-0.9635554,-0.9656350724230686
91,-0.9623561,-0.9537482349790163
92,-0.9635249,-0.9652421965428046
93,-0.96131104,-0.957721526099824
94,-0.9641774,-0.9634430402430292
95,-0.9615313,-0.9595834493071227
96,-0.96378833,-0.9673606911767416
97,-0.9620882,-0.957728372494487
98,-0.96330243,-0.9685071962897905
99,-0.96220976,-0.9650345361007275
100,-0.96374315,-0.9665073328259721
101,-0.9617541,-0.9553988654903276
102,-0.96361464,-0.9681247598797553
103,-0.96261346,-0.9473832383824181
104,-0.9634883,-0.9575301536730549
105,-0.96154684,-0.8981239185946226
106,-0.9645195,-0.9583506383426819
107,-0.9610445,-0.9518373164572491
108,-0.9660526,-0.9553464125532598
109,-0.9563934,-0.9522392310479053
110,-0.96596706,-0.9650632093743798
111,-0.9621433,-0.9490953040481407
112,-0.9630068,-0.9624647059453206
113,-0.9618792,-0.9547096460332619
114,-0.96425,-0.9589330262254467
115,-0.96116966,-0.9730186747407112
116,-0.9638368,-0.9563838426028477
117,-0.9620939,-0.9511051534838757
118,-0.9622929,-0.9610309242793733
119,-0.9644837,-0.9567003325869345
120,-0.9621384,-0.9625270847345619
121,-0.96189106,-0.9579906869975767
122,-0.9634869,-0.9607500152623449
123,-0.9622269,-0.9601165716209775
124,-0.96332294,-0.9609797382959937
125,-0.96238166,-0.9507490592625334
126,-0.96295166,-0.9706232925182889
127,-0.9627039,-0.9530886208646239
128,-0.9633144,-0.9651148079632248
129,-0.96117353,-0.9667052525750806
130,-0.9647682,-0.9675209049989228
131,-0.96121854,-0.9556694262855794
132,-0.96337533,-0.9658164055949214
133,-0.9629325,-0.9522542328630597
134,-0.9635012,-0.9766729265187564
135,-0.9616398,-0.960142984752363
136,-0.96402144,-0.9653889232634958
137,-0.96083516,-0.9518555170291757
138,-0.9650451,-0.9639571377621003
139,-0.9617034,-0.9546327747016319
140,-0.9637643,-0.9659640121779953
141,-0.96139956,-0.9393341518226355
142,-0.9638748,-0.9618347826596243
143,-0.9616844,-0.9566013000759239
144,-0.9647038,-0.9606821019472926
145,-0.96003896,1.0179232050550016
146,-0.9641558,-0.965922143262639
147,-0.96226346,-0.9539437531734474
148,-0.9808767,-0.9676225163458354
149,-0.98632544,-0.9485331558694887
150,-0.9683554,-0.9665043395133932
151,-0.96143764,-0.9602536054013354
152,-0.9644779,-0.9658668167036886
153,-0.9607881,-0.9440324363196944
154,-0.9640785,-0.9651515005672884
155,-0.9622117,-0.949613115368158
156,-0.9641875,-0.9663969854133492
157,-0.9604255,-0.9592943824556384
158,-0.96463686,-0.9654248009624206
159,-0.96104294,-0.9471914733723068
160,-0.96405566,-0.9622404797393251
161,-0.96212447,-0.9550003988284331
162,-0.96402806,-0.9661084226051458
163,-0.9609377,-0.9552550574517985
164,-0.96389455,-0.9630011496357613
165,-0.96180844,-0.9464369300940572
166,-0.9639421,-0.9616211239006869
167,-0.9617886,-0.9568471317351805
168,-0.96399003,-0.9588327228317
169,-0.9610127,-0.9480403553629473
170,-0.96377254,-0.9536574801416654
171,-0.96238333,-0.9021466207261567
172,-0.9633581,-0.9496102930302222
173,-0.96177274,-0.9459652355452661
174,-0.96538186,-0.9624170380719681
175,-0.9572447,-0.9540457775032475
176,-0.9650557,-0.9672366041621945
177,-0.96156764,-0.9685927981800657
178,-0.9640107,-0.941717217538206
179,-0.961636,-0.9743518423729081
180,-0.9634812,-0.9422776843129153
181,-0.96426576,-0.9714594589376417
182,-0.95960027,-0.9442561409336546
183,-0.9661541,-0.962237492488996
184,-0.9595115,-0.945577550248651
185,-0.9657001,-0.9607924685108068
186,-0.96031576,-0.9350731352574264
187,-0.9644928,-0.9727644501359649
188,-0.96098506,-0.9160536547016384
189,-0.96474653,-0.9564005961352824
190,-0.95930874,-0.9429137378858794
191,-0.96755785,-0.9691712376905721
192,-0.95768,-0.9516323795320487
193,-0.9653106,-0.9578912220465299
194,-0.9605788,-0.9348032560433902
195,-0.9650586,-0.9605678795940431
196,-0.96146846,-0.9428496840934819
