,MSE,MAE
0,0.05181178910161142,0.1687235408202923
1,0.050751595814578304,0.16735719254958886
2,0.0482965381079241,0.16608888925083728
3,0.050394193666580656,0.16756274461376489
4,0.049402521153045935,0.16660349515715026
5,0.05044491495724164,0.1668390059229383
6,0.04804007642457052,0.16607509848912855
7,0.0472147883565647,0.16476704225730127
8,0.04956140756215881,0.1656890741632182
9,0.05081686245399238,0.16725887267325187
